# BUSCO version is: 3.0.2 
# The lineage dataset is: N/A (Creation date: N/A, number of species: N/A, number of BUSCOs: N/A)
# To reproduce this run: python /busco/scripts/run_BUSCO.py -i SPT1_trinity.okay.fasta -o run_sample_SPT -l plantae/ -m transcriptome -c 4
#
# Busco id	Status	Sequence	Score	Length
38138	Complete	TRINITY_DN21560_c0_g1_i4	751.4	481
38218	Complete	TRINITY_DN26468_c2_g1_i4	582.7	391
38313	Complete	TRINITY_DN25375_c0_g1_i2	642.3	374
38486	Complete	TRINITY_DN27297_c0_g1_i3	629.9	370
38579	Duplicated	TRINITY_DN31580_c0_g1_i2	816.7	449
38579	Duplicated	TRINITY_DN31580_c0_g1_i7	813.0	487
3872	Complete	TRINITY_DN23324_c0_g1_i4	800.0	763
38746	Duplicated	TRINITY_DN27980_c2_g1_i3	535.0	311
38746	Duplicated	TRINITY_DN27980_c2_g1_i4	619.6	358
38746	Duplicated	TRINITY_DN27980_c2_g1_i8	613.1	359
38833	Fragmented	TRINITY_DN33346_c1_g1_i2	479.6	239
38854	Missing
3893	Fragmented	TRINITY_DN49476_c0_g1_i1	259.2	136
38963	Fragmented	TRINITY_DN32204_c0_g4_i1	390.8	322
39379	Duplicated	TRINITY_DN23834_c0_g1_i4	579.0	380
39379	Duplicated	TRINITY_DN23834_c0_g1_i5	574.2	380
39459	Complete	TRINITY_DN29378_c0_g1_i3	636.2	450
39516	Complete	TRINITY_DN25111_c2_g2_i3	459.0	390
39525	Complete	TRINITY_DN22675_c0_g2_i2	684.8	437
39543	Complete	TRINITY_DN21805_c0_g1_i9	447.7	324
39549	Complete	TRINITY_DN16715_c0_g1_i1	503.5	261
3958	Complete	TRINITY_DN28447_c1_g2_i1	971.4	724
39784	Complete	TRINITY_DN28967_c1_g1_i3	1171.2	418
39919	Complete	TRINITY_DN33094_c5_g1_i2	528.6	311
39946	Duplicated	TRINITY_DN30927_c0_g2_i11	558.8	362
39946	Duplicated	TRINITY_DN30927_c0_g2_i6	621.0	409
40039	Complete	TRINITY_DN30208_c1_g2_i6	370.1	223
40086	Fragmented	TRINITY_DN32092_c0_g3_i2	410.4	239
40149	Complete	TRINITY_DN26255_c2_g1_i2	764.6	377
40219	Complete	TRINITY_DN21538_c0_g1_i1	668.6	531
40268	Complete	TRINITY_DN24133_c0_g1_i2	686.5	363
40286	Complete	TRINITY_DN23456_c0_g1_i1	649.3	400
40300	Duplicated	TRINITY_DN29408_c0_g2_i3	573.4	353
40300	Duplicated	TRINITY_DN29408_c0_g2_i5	567.9	356
40417	Duplicated	TRINITY_DN25165_c1_g1_i2	552.0	355
40417	Duplicated	TRINITY_DN25165_c1_g1_i5	557.9	391
40707	Complete	TRINITY_DN27394_c0_g5_i2	681.3	385
40983	Complete	TRINITY_DN31928_c0_g1_i1	919.9	551
41041	Complete	TRINITY_DN24462_c0_g1_i2	790.0	463
41058	Complete	TRINITY_DN26390_c0_g1_i4	787.3	425
41105	Complete	TRINITY_DN31680_c0_g1_i7	738.1	350
41106	Complete	TRINITY_DN21993_c0_g2_i2	495.6	256
41176	Duplicated	TRINITY_DN29101_c0_g1_i3	685.4	411
41176	Duplicated	TRINITY_DN29101_c0_g1_i9	689.2	411
41210	Duplicated	TRINITY_DN28286_c1_g1_i1	160.9	263
41210	Duplicated	TRINITY_DN28286_c1_g1_i3	168.6	277
41311	Duplicated	TRINITY_DN28659_c1_g1_i2	598.4	362
41311	Duplicated	TRINITY_DN28659_c1_g1_i5	602.1	349
41381	Complete	TRINITY_DN20994_c0_g1_i5	514.7	451
41519	Complete	TRINITY_DN29802_c0_g2_i1	583.7	411
41541	Complete	TRINITY_DN27457_c1_g4_i2	619.1	334
41551	Complete	TRINITY_DN30967_c0_g1_i1	732.3	381
41588	Complete	TRINITY_DN31187_c0_g1_i6	608.0	517
41595	Duplicated	TRINITY_DN29043_c2_g1_i1	713.6	405
41595	Duplicated	TRINITY_DN29043_c2_g2_i6	716.7	434
41694	Complete	TRINITY_DN32567_c2_g1_i10	800.6	391
41729	Complete	TRINITY_DN27722_c0_g1_i3	553.5	321
4179	Complete	TRINITY_DN30737_c2_g2_i12	1886.1	948
41945	Complete	TRINITY_DN24708_c0_g1_i4	405.2	471
4205	Complete	TRINITY_DN27039_c2_g1_i1	1081.7	663
42239	Complete	TRINITY_DN21400_c0_g1_i2	506.6	344
42295	Complete	TRINITY_DN26939_c0_g1_i3	780.1	533
42373	Complete	TRINITY_DN29197_c3_g1_i6	554.9	407
42379	Complete	TRINITY_DN28248_c0_g1_i3	755.9	440
42398	Duplicated	TRINITY_DN27611_c0_g1_i3	606.4	328
42398	Duplicated	TRINITY_DN27611_c0_g1_i5	677.8	369
42591	Complete	TRINITY_DN27080_c0_g4_i2	510.6	287
42645	Complete	TRINITY_DN29069_c0_g1_i7	842.2	587
42827	Complete	TRINITY_DN26346_c1_g1_i1	731.8	352
42843	Missing
42980	Complete	TRINITY_DN23801_c0_g2_i5	823.9	394
42986	Complete	TRINITY_DN27198_c0_g1_i2	698.7	394
43077	Duplicated	TRINITY_DN29136_c0_g2_i2	641.2	328
43077	Duplicated	TRINITY_DN29136_c0_g2_i5	567.0	275
4310	Complete	TRINITY_DN32408_c1_g1_i7	1012.5	1008
43119	Complete	TRINITY_DN19618_c0_g1_i2	521.2	391
43172	Fragmented	TRINITY_DN23542_c0_g2_i1	376.2	206
43240	Duplicated	TRINITY_DN21954_c0_g1_i1	773.1	379
43240	Duplicated	TRINITY_DN21954_c0_g1_i4	771.5	363
43247	Complete	TRINITY_DN29007_c1_g1_i9	783.3	404
43351	Duplicated	TRINITY_DN23281_c0_g1_i2	346.3	283
43351	Duplicated	TRINITY_DN23281_c0_g1_i5	318.3	246
43351	Duplicated	TRINITY_DN23281_c0_g1_i6	303.4	288
43538	Complete	TRINITY_DN29937_c0_g1_i6	714.1	399
43575	Complete	TRINITY_DN23944_c0_g1_i1	563.9	313
43630	Duplicated	TRINITY_DN27035_c0_g1_i1	587.1	419
43630	Duplicated	TRINITY_DN27035_c0_g1_i3	589.1	419
43660	Duplicated	TRINITY_DN23481_c0_g1_i2	512.0	358
43660	Duplicated	TRINITY_DN23481_c0_g1_i3	514.2	341
43700	Complete	TRINITY_DN26592_c0_g1_i3	456.2	298
43719	Complete	TRINITY_DN30618_c0_g1_i7	462.5	308
4384	Complete	TRINITY_DN31740_c1_g1_i3	1593.2	870
43858	Duplicated	TRINITY_DN25780_c0_g1_i6	720.2	433
43858	Duplicated	TRINITY_DN25780_c0_g1_i7	718.6	433
43858	Duplicated	TRINITY_DN28527_c1_g2_i5	700.5	434
43882	Duplicated	TRINITY_DN21425_c0_g1_i2	717.6	335
43882	Duplicated	TRINITY_DN21425_c0_g1_i3	715.6	332
4399	Missing
44035	Fragmented	TRINITY_DN23391_c0_g2_i3	442.9	257
44224	Complete	TRINITY_DN23366_c4_g1_i1	710.8	392
44411	Complete	TRINITY_DN27161_c3_g2_i3	624.7	352
4442	Complete	TRINITY_DN32719_c0_g1_i5	1955.4	1107
44525	Complete	TRINITY_DN25545_c0_g1_i5	563.6	381
44616	Complete	TRINITY_DN27156_c0_g2_i3	569.0	390
44736	Complete	TRINITY_DN23501_c0_g1_i2	614.0	456
4481	Duplicated	TRINITY_DN19832_c0_g1_i1	303.3	276
4481	Duplicated	TRINITY_DN19832_c0_g3_i1	343.3	317
44824	Complete	TRINITY_DN21591_c4_g1_i1	387.0	264
44925	Complete	TRINITY_DN28282_c0_g1_i5	602.3	401
4513	Complete	TRINITY_DN24435_c0_g5_i1	1126.2	637
45283	Complete	TRINITY_DN26940_c3_g1_i1	523.3	332
45303	Complete	TRINITY_DN27269_c0_g1_i2	225.0	188
45322	Fragmented	TRINITY_DN30949_c0_g2_i2	439.2	250
45325	Duplicated	TRINITY_DN28144_c1_g1_i1	181.0	272
45325	Duplicated	TRINITY_DN28144_c1_g1_i5	184.0	274
45412	Duplicated	TRINITY_DN27396_c0_g2_i2	524.3	258
45412	Duplicated	TRINITY_DN27396_c0_g2_i3	523.4	258
45446	Complete	TRINITY_DN33355_c3_g1_i1	480.5	433
45466	Complete	TRINITY_DN24631_c0_g1_i2	799.7	368
45505	Complete	TRINITY_DN24930_c0_g1_i1	432.8	205
45630	Complete	TRINITY_DN22992_c0_g1_i2	597.9	401
45722	Duplicated	TRINITY_DN29882_c0_g1_i1	693.6	342
45722	Duplicated	TRINITY_DN29882_c0_g1_i3	691.4	342
45730	Missing
45812	Complete	TRINITY_DN16668_c0_g1_i1	317.2	272
46100	Duplicated	TRINITY_DN22803_c0_g1_i1	706.1	412
46100	Duplicated	TRINITY_DN22803_c0_g1_i2	701.2	378
46102	Complete	TRINITY_DN25906_c2_g1_i5	621.6	334
46246	Duplicated	TRINITY_DN23081_c0_g1_i1	471.1	439
46246	Duplicated	TRINITY_DN26987_c1_g2_i1	422.4	313
46535	Complete	TRINITY_DN27707_c0_g2_i7	798.9	522
46569	Complete	TRINITY_DN20133_c0_g1_i5	262.6	179
46826	Fragmented	TRINITY_DN26261_c1_g3_i2	463.4	266
46988	Complete	TRINITY_DN25750_c0_g2_i6	654.7	329
47027	Duplicated	TRINITY_DN29739_c0_g1_i1	677.3	343
47027	Duplicated	TRINITY_DN29739_c0_g1_i4	672.9	336
47088	Complete	TRINITY_DN16976_c0_g1_i1	450.7	424
47353	Complete	TRINITY_DN20701_c0_g1_i5	523.8	344
47454	Complete	TRINITY_DN27663_c0_g1_i4	674.7	378
47590	Duplicated	TRINITY_DN22518_c0_g1_i2	618.5	322
47590	Duplicated	TRINITY_DN22518_c0_g1_i3	612.5	322
47621	Duplicated	TRINITY_DN26091_c1_g1_i1	456.5	295
47621	Duplicated	TRINITY_DN26091_c1_g1_i2	450.9	293
47625	Complete	TRINITY_DN31250_c1_g2_i3	506.5	321
47636	Complete	TRINITY_DN25973_c0_g2_i1	736.2	358
47869	Complete	TRINITY_DN28445_c0_g1_i3	404.5	319
47878	Complete	TRINITY_DN31179_c1_g1_i3	488.3	397
47939	Duplicated	TRINITY_DN23675_c1_g1_i1	595.9	355
47939	Duplicated	TRINITY_DN23675_c1_g1_i2	593.2	356
47939	Duplicated	TRINITY_DN26313_c0_g3_i1	545.1	365
47947	Complete	TRINITY_DN27448_c0_g2_i3	733.8	420
48102	Fragmented	TRINITY_DN24012_c0_g2_i2	368.4	260
48311	Duplicated	TRINITY_DN22419_c0_g1_i1	608.2	326
48311	Duplicated	TRINITY_DN22419_c0_g1_i2	607.4	327
48314	Duplicated	TRINITY_DN15030_c0_g1_i1	263.7	221
48314	Duplicated	TRINITY_DN19058_c0_g1_i1	238.0	204
48314	Duplicated	TRINITY_DN19058_c0_g1_i2	244.7	204
48322	Duplicated	TRINITY_DN22275_c0_g1_i3	784.7	418
48322	Duplicated	TRINITY_DN22275_c0_g1_i9	790.9	420
48477	Complete	TRINITY_DN28989_c0_g1_i6	697.8	473
48606	Complete	TRINITY_DN25573_c1_g1_i3	626.0	322
48848	Duplicated	TRINITY_DN31830_c1_g3_i3	741.8	311
48848	Duplicated	TRINITY_DN31830_c1_g3_i4	743.2	317
48896	Missing
49116	Complete	TRINITY_DN26428_c0_g1_i7	628.2	415
49284	Duplicated	TRINITY_DN19024_c0_g1_i4	498.9	307
49284	Duplicated	TRINITY_DN24169_c0_g1_i1	464.1	362
49314	Complete	TRINITY_DN30448_c1_g2_i5	707.1	408
49398	Duplicated	TRINITY_DN32773_c1_g1_i16	640.2	369
49398	Duplicated	TRINITY_DN32773_c1_g1_i6	685.2	392
49433	Complete	TRINITY_DN20374_c0_g1_i1	472.4	389
49464	Missing
49673	Duplicated	TRINITY_DN29076_c0_g1_i4	567.1	403
49673	Duplicated	TRINITY_DN29076_c0_g1_i6	545.5	393
49688	Complete	TRINITY_DN23169_c0_g1_i1	464.3	275
49698	Complete	TRINITY_DN29967_c1_g1_i3	752.0	381
49736	Duplicated	TRINITY_DN28861_c0_g1_i13	363.5	277
49736	Duplicated	TRINITY_DN28861_c0_g1_i4	369.3	250
49736	Duplicated	TRINITY_DN28861_c0_g1_i5	363.3	252
49822	Complete	TRINITY_DN29666_c0_g1_i7	675.1	329
4983	Complete	TRINITY_DN25659_c0_g1_i1	1358.9	828
49873	Complete	TRINITY_DN32350_c1_g3_i4	725.4	584
49906	Complete	TRINITY_DN24272_c0_g1_i2	611.6	329
49971	Complete	TRINITY_DN22826_c0_g1_i1	516.9	324
50041	Duplicated	TRINITY_DN25056_c2_g1_i1	560.0	311
50041	Duplicated	TRINITY_DN25056_c2_g1_i4	566.9	316
50163	Complete	TRINITY_DN27721_c0_g1_i4	666.0	360
50282	Duplicated	TRINITY_DN31275_c1_g1_i5	689.1	391
50282	Duplicated	TRINITY_DN31275_c1_g1_i9	735.1	364
50318	Complete	TRINITY_DN30878_c0_g1_i3	710.4	361
50388	Missing
50534	Complete	TRINITY_DN21349_c0_g2_i1	693.4	424
50554	Duplicated	TRINITY_DN26493_c0_g1_i1	594.0	308
50554	Duplicated	TRINITY_DN26493_c0_g1_i2	598.1	308
50583	Complete	TRINITY_DN23574_c0_g1_i4	335.9	432
50632	Duplicated	TRINITY_DN20803_c0_g1_i1	531.1	297
50632	Duplicated	TRINITY_DN20803_c0_g1_i2	526.3	297
50673	Complete	TRINITY_DN29942_c0_g1_i6	598.9	358
50788	Complete	TRINITY_DN21861_c1_g1_i1	235.8	301
51020	Complete	TRINITY_DN19936_c0_g1_i1	474.9	281
51406	Duplicated	TRINITY_DN23041_c0_g1_i1	637.7	333
51406	Duplicated	TRINITY_DN23041_c0_g1_i4	637.6	338
51431	Duplicated	TRINITY_DN26129_c0_g1_i1	483.7	300
51431	Duplicated	TRINITY_DN26129_c0_g1_i2	485.9	298
51448	Duplicated	TRINITY_DN21268_c0_g1_i1	590.4	366
51448	Duplicated	TRINITY_DN21268_c0_g1_i2	583.8	357
51448	Duplicated	TRINITY_DN23085_c0_g1_i1	576.8	359
51485	Complete	TRINITY_DN25320_c0_g3_i1	413.3	269
51487	Complete	TRINITY_DN23414_c4_g1_i2	651.0	321
51673	Complete	TRINITY_DN25252_c1_g1_i5	548.8	307
5175	Complete	TRINITY_DN28562_c1_g1_i1	1331.3	945
51969	Complete	TRINITY_DN28512_c0_g1_i7	488.0	255
52043	Complete	TRINITY_DN24635_c0_g1_i4	617.6	339
52132	Complete	TRINITY_DN30654_c1_g3_i1	521.5	273
52139	Complete	TRINITY_DN25967_c0_g1_i3	579.9	310
5222	Complete	TRINITY_DN31605_c0_g1_i2	1408.4	895
52247	Fragmented	TRINITY_DN32568_c1_g1_i5	352.8	206
52265	Fragmented	TRINITY_DN24778_c0_g1_i1	339.0	194
52345	Duplicated	TRINITY_DN27296_c0_g1_i1	737.7	438
52345	Duplicated	TRINITY_DN27296_c0_g1_i3	745.9	436
52372	Complete	TRINITY_DN21825_c0_g1_i2	572.9	355
52374	Complete	TRINITY_DN29811_c0_g1_i1	635.1	388
52643	Complete	TRINITY_DN23750_c0_g1_i2	487.7	319
52693	Complete	TRINITY_DN25398_c0_g1_i3	441.2	283
52887	Complete	TRINITY_DN23933_c2_g1_i3	631.7	315
53085	Duplicated	TRINITY_DN30255_c3_g1_i3	269.8	142
53085	Duplicated	TRINITY_DN30255_c3_g2_i2	235.4	140
53085	Duplicated	TRINITY_DN30255_c3_g2_i3	235.6	128
53123	Complete	TRINITY_DN29184_c2_g1_i1	266.7	294
53139	Duplicated	TRINITY_DN31923_c1_g1_i1	689.0	464
53139	Duplicated	TRINITY_DN31923_c1_g1_i5	640.2	374
53145	Duplicated	TRINITY_DN24212_c2_g1_i3	391.4	293
53145	Duplicated	TRINITY_DN24212_c2_g2_i2	350.7	290
53145	Duplicated	TRINITY_DN62000_c0_g1_i1	394.9	294
53155	Duplicated	TRINITY_DN23868_c1_g3_i2	372.9	265
53155	Duplicated	TRINITY_DN23868_c1_g3_i4	398.0	274
53377	Fragmented	TRINITY_DN23924_c0_g1_i4	330.5	187
53794	Complete	TRINITY_DN21488_c2_g1_i3	484.6	289
53805	Complete	TRINITY_DN22637_c0_g1_i2	482.6	350
54127	Complete	TRINITY_DN26242_c0_g1_i7	535.8	324
54128	Duplicated	TRINITY_DN23352_c0_g1_i1	426.4	318
54128	Duplicated	TRINITY_DN23352_c0_g2_i3	420.0	318
5414	Fragmented	TRINITY_DN22100_c1_g3_i5	521.4	323
54202	Fragmented	TRINITY_DN27238_c0_g1_i9	553.4	264
54250	Complete	TRINITY_DN27372_c0_g1_i4	575.1	298
54371	Duplicated	TRINITY_DN21110_c0_g1_i2	607.4	297
54371	Duplicated	TRINITY_DN21110_c0_g1_i3	607.1	298
54410	Complete	TRINITY_DN23807_c1_g1_i6	562.9	285
54498	Complete	TRINITY_DN32756_c1_g1_i4	535.1	355
545	Complete	TRINITY_DN28828_c0_g1_i3	453.4	1004
54552	Duplicated	TRINITY_DN25001_c1_g1_i1	550.6	282
54552	Duplicated	TRINITY_DN25001_c1_g1_i3	495.4	250
54552	Duplicated	TRINITY_DN25001_c1_g1_i4	551.3	282
54564	Complete	TRINITY_DN20626_c0_g2_i1	697.7	332
54820	Complete	TRINITY_DN25323_c0_g1_i1	585.7	287
54866	Complete	TRINITY_DN28505_c0_g1_i8	552.0	302
54875	Complete	TRINITY_DN25275_c0_g1_i2	396.5	250
54890	Complete	TRINITY_DN30518_c0_g1_i4	407.0	408
54950	Fragmented	TRINITY_DN61906_c0_g1_i1	168.5	179
5511	Complete	TRINITY_DN23555_c0_g4_i1	1291.2	964
55289	Duplicated	TRINITY_DN22468_c0_g1_i1	439.5	321
55289	Duplicated	TRINITY_DN22468_c0_g1_i4	432.4	329
55290	Duplicated	TRINITY_DN21903_c0_g1_i1	454.5	318
55290	Duplicated	TRINITY_DN21903_c0_g1_i4	461.3	318
5534	Complete	TRINITY_DN32984_c0_g2_i2	1972.1	1294
55379	Complete	TRINITY_DN24492_c0_g1_i1	329.1	340
55553	Complete	TRINITY_DN20900_c0_g1_i4	464.9	254
55731	Complete	TRINITY_DN24945_c0_g1_i2	481.8	290
55787	Complete	TRINITY_DN27914_c0_g3_i2	538.9	360
55820	Duplicated	TRINITY_DN23387_c0_g1_i1	539.4	320
55820	Duplicated	TRINITY_DN23387_c0_g1_i3	535.6	316
56021	Complete	TRINITY_DN21968_c0_g1_i1	524.1	289
56066	Duplicated	TRINITY_DN26223_c2_g1_i3	333.8	308
56066	Duplicated	TRINITY_DN31743_c1_g2_i3	289.3	265
56148	Duplicated	TRINITY_DN27287_c0_g1_i2	464.1	340
56148	Duplicated	TRINITY_DN27287_c0_g1_i3	461.5	344
5626	Complete	TRINITY_DN27625_c0_g1_i1	1703.8	966
56318	Complete	TRINITY_DN25802_c2_g1_i1	607.8	318
56345	Duplicated	TRINITY_DN25548_c2_g1_i4	509.0	301
56345	Duplicated	TRINITY_DN25548_c2_g1_i5	503.2	301
56476	Duplicated	TRINITY_DN22749_c0_g1_i2	348.8	284
56476	Duplicated	TRINITY_DN22749_c0_g1_i3	359.8	284
56624	Complete	TRINITY_DN18120_c0_g1_i1	635.2	354
5667	Fragmented	TRINITY_DN15649_c0_g1_i1	333.8	157
56687	Complete	TRINITY_DN30859_c1_g1_i2	344.2	304
56771	Duplicated	TRINITY_DN29768_c1_g2_i2	392.7	227
56771	Duplicated	TRINITY_DN29768_c1_g2_i4	384.4	227
56883	Complete	TRINITY_DN21897_c0_g1_i2	528.2	330
56933	Complete	TRINITY_DN28462_c0_g1_i15	419.2	282
56953	Complete	TRINITY_DN25158_c0_g1_i9	487.1	320
57019	Complete	TRINITY_DN28293_c2_g1_i3	368.6	198
57021	Duplicated	TRINITY_DN22847_c0_g2_i1	493.1	248
57021	Duplicated	TRINITY_DN22847_c0_g2_i2	492.6	245
57041	Fragmented	TRINITY_DN27273_c2_g3_i3	365.7	213
57076	Complete	TRINITY_DN26877_c0_g1_i5	392.4	252
57107	Duplicated	TRINITY_DN30051_c1_g1_i1	496.5	286
57107	Duplicated	TRINITY_DN30051_c1_g1_i2	489.6	286
57107	Duplicated	TRINITY_DN30051_c1_g1_i9	480.8	274
57143	Duplicated	TRINITY_DN24603_c3_g1_i1	511.6	290
57143	Duplicated	TRINITY_DN24603_c3_g1_i4	513.7	289
57146	Duplicated	TRINITY_DN23020_c0_g1_i2	465.8	269
57146	Duplicated	TRINITY_DN23020_c0_g1_i3	470.5	269
57150	Complete	TRINITY_DN28080_c0_g1_i4	248.7	255
57202	Complete	TRINITY_DN21678_c0_g1_i1	571.6	276
57242	Complete	TRINITY_DN26449_c0_g1_i3	674.2	505
57252	Duplicated	TRINITY_DN24200_c0_g1_i8	564.2	287
57252	Duplicated	TRINITY_DN24200_c0_g1_i9	560.6	287
57295	Complete	TRINITY_DN26082_c0_g1_i3	627.2	534
5738	Complete	TRINITY_DN32923_c0_g2_i3	1218.9	659
57412	Complete	TRINITY_DN28620_c1_g1_i3	529.3	311
57523	Complete	TRINITY_DN24538_c0_g1_i4	287.5	282
57610	Duplicated	TRINITY_DN23590_c2_g1_i2	415.5	364
57610	Duplicated	TRINITY_DN23590_c2_g1_i4	410.6	364
57645	Complete	TRINITY_DN28438_c2_g1_i3	606.0	378
57794	Complete	TRINITY_DN23220_c3_g1_i1	308.4	248
57967	Duplicated	TRINITY_DN25663_c0_g1_i1	443.5	303
57967	Duplicated	TRINITY_DN25663_c0_g1_i3	448.9	298
58066	Duplicated	TRINITY_DN25636_c0_g1_i2	476.6	424
58066	Duplicated	TRINITY_DN25636_c0_g1_i3	483.6	428
58068	Complete	TRINITY_DN25240_c0_g1_i2	486.4	356
58072	Complete	TRINITY_DN23894_c0_g1_i3	554.5	414
58270	Complete	TRINITY_DN26320_c3_g3_i1	484.1	270
5829	Complete	TRINITY_DN32530_c1_g1_i9	1321.5	646
58347	Complete	TRINITY_DN22616_c1_g1_i5	181.9	121
58374	Duplicated	TRINITY_DN28705_c0_g2_i1	481.7	258
58374	Duplicated	TRINITY_DN28705_c0_g2_i3	493.1	259
58374	Duplicated	TRINITY_DN28705_c0_g2_i7	497.1	259
5838	Complete	TRINITY_DN31877_c0_g1_i7	1769.5	930
58397	Complete	TRINITY_DN22759_c0_g1_i3	433.7	239
58407	Complete	TRINITY_DN25773_c0_g1_i2	483.4	272
58422	Duplicated	TRINITY_DN25400_c0_g1_i1	322.2	284
58422	Duplicated	TRINITY_DN25400_c0_g1_i5	325.9	284
58477	Complete	TRINITY_DN27466_c0_g1_i4	503.7	329
58482	Fragmented	TRINITY_DN22587_c0_g1_i3	301.4	173
58527	Complete	TRINITY_DN30398_c0_g2_i6	550.7	312
58595	Complete	TRINITY_DN27567_c0_g1_i6	487.0	308
58784	Complete	TRINITY_DN25374_c0_g3_i3	493.5	357
58955	Complete	TRINITY_DN24084_c1_g2_i5	605.1	304
59016	Complete	TRINITY_DN23096_c0_g1_i3	548.1	287
59039	Complete	TRINITY_DN22185_c0_g1_i3	466.6	354
59081	Complete	TRINITY_DN24498_c1_g1_i1	451.0	255
59092	Complete	TRINITY_DN26757_c0_g1_i1	342.6	265
5914	Complete	TRINITY_DN30782_c0_g1_i5	1594.6	1114
59219	Duplicated	TRINITY_DN23923_c0_g1_i1	542.0	318
59219	Duplicated	TRINITY_DN23923_c0_g1_i3	540.3	318
59369	Duplicated	TRINITY_DN23033_c0_g1_i2	459.4	289
59369	Duplicated	TRINITY_DN23033_c0_g1_i3	462.7	291
59486	Duplicated	TRINITY_DN29081_c0_g1_i1	431.3	238
59486	Duplicated	TRINITY_DN29081_c0_g2_i3	424.8	240
59606	Duplicated	TRINITY_DN26921_c0_g1_i1	485.4	299
59606	Duplicated	TRINITY_DN26921_c0_g1_i3	481.7	297
59619	Complete	TRINITY_DN27624_c1_g1_i11	554.8	316
59624	Complete	TRINITY_DN24277_c2_g1_i1	463.7	405
59630	Duplicated	TRINITY_DN23437_c0_g1_i1	490.5	257
59630	Duplicated	TRINITY_DN23437_c0_g1_i4	488.6	257
59736	Complete	TRINITY_DN28084_c2_g1_i4	281.6	315
60036	Complete	TRINITY_DN24185_c0_g1_i5	278.2	194
60173	Duplicated	TRINITY_DN22123_c0_g1_i1	455.1	264
60173	Duplicated	TRINITY_DN22123_c0_g1_i2	451.1	265
60291	Complete	TRINITY_DN32727_c3_g1_i2	463.8	277
60339	Duplicated	TRINITY_DN22213_c0_g1_i1	518.4	269
60339	Duplicated	TRINITY_DN22213_c0_g1_i4	513.1	268
60399	Duplicated	TRINITY_DN22450_c0_g1_i4	246.5	188
60399	Duplicated	TRINITY_DN22450_c0_g1_i5	244.9	141
60399	Duplicated	TRINITY_DN22450_c0_g2_i2	245.5	122
60424	Complete	TRINITY_DN19879_c0_g2_i1	395.0	196
60475	Complete	TRINITY_DN20200_c0_g1_i1	438.1	254
60479	Missing
60482	Fragmented	TRINITY_DN27573_c0_g1_i6	285.1	171
60540	Duplicated	TRINITY_DN22357_c0_g1_i2	429.6	237
60540	Duplicated	TRINITY_DN22357_c0_g1_i3	435.4	237
60656	Complete	TRINITY_DN26846_c2_g1_i3	462.5	263
60920	Complete	TRINITY_DN23003_c1_g6_i2	411.8	201
61040	Complete	TRINITY_DN29357_c0_g2_i3	350.4	207
61063	Complete	TRINITY_DN17637_c0_g1_i4	416.4	252
6111	Complete	TRINITY_DN31720_c0_g2_i2	1661.4	906
61130	Complete	TRINITY_DN30978_c0_g2_i5	366.6	283
61144	Fragmented	TRINITY_DN27536_c1_g1_i1	431.9	207
61350	Complete	TRINITY_DN22430_c0_g1_i2	472.5	320
61388	Complete	TRINITY_DN21816_c0_g1_i4	376.6	290
61525	Complete	TRINITY_DN26582_c3_g1_i1	511.5	270
61538	Complete	TRINITY_DN25388_c0_g1_i5	606.1	354
61579	Duplicated	TRINITY_DN27050_c1_g1_i4	309.6	262
61579	Duplicated	TRINITY_DN27050_c1_g1_i6	316.7	258
61584	Complete	TRINITY_DN19931_c0_g1_i1	358.0	246
61653	Complete	TRINITY_DN23153_c2_g1_i3	637.7	347
61788	Complete	TRINITY_DN4235_c0_g1_i1	528.2	272
62058	Duplicated	TRINITY_DN32464_c0_g2_i1	396.9	263
62058	Duplicated	TRINITY_DN32464_c0_g2_i2	393.5	233
62128	Duplicated	TRINITY_DN27017_c0_g2_i4	571.5	377
62128	Duplicated	TRINITY_DN27017_c0_g2_i5	560.3	361
62168	Complete	TRINITY_DN22979_c0_g1_i2	559.0	321
62169	Complete	TRINITY_DN28326_c1_g2_i3	396.6	332
62253	Duplicated	TRINITY_DN24589_c3_g1_i1	572.2	298
62253	Duplicated	TRINITY_DN24589_c3_g1_i3	567.1	265
62327	Duplicated	TRINITY_DN22465_c0_g1_i1	513.1	262
62327	Duplicated	TRINITY_DN22465_c0_g1_i2	513.2	262
62395	Duplicated	TRINITY_DN31467_c0_g1_i4	756.6	408
62395	Duplicated	TRINITY_DN31467_c0_g2_i2	681.2	368
62395	Duplicated	TRINITY_DN31467_c0_g2_i3	733.6	407
6246	Complete	TRINITY_DN31555_c0_g1_i6	1323.2	802
6254	Complete	TRINITY_DN13516_c0_g1_i1	549.0	687
62681	Duplicated	TRINITY_DN20990_c0_g1_i1	427.5	241
62681	Duplicated	TRINITY_DN20990_c0_g1_i2	425.6	241
62710	Complete	TRINITY_DN29210_c1_g1_i1	229.6	172
62792	Complete	TRINITY_DN19750_c0_g1_i2	433.0	300
62857	Complete	TRINITY_DN26303_c1_g1_i6	400.2	285
62921	Duplicated	TRINITY_DN27682_c0_g1_i1	399.6	258
62921	Duplicated	TRINITY_DN27682_c0_g1_i4	397.5	255
6307	Complete	TRINITY_DN27515_c0_g2_i3	921.6	611
63136	Duplicated	TRINITY_DN17670_c0_g1_i1	163.6	242
63136	Duplicated	TRINITY_DN31665_c0_g1_i9	188.1	306
